username,created_at,lng,lat,text,,,,
TopVelocity, Sun Jan 24 03:48:41 +0000 2021,-90.131564,30.473548, @KyleW0734 @JaxRacht @MLB QB’s throw footballs in the 50’s. Try again! ,,,,
keita7772, Sun Jan 24 03:48:42 +0000 2021,134.048744,34.272571, バイクの修理代といい服といいお金とんでくけどもうしらん笑！ ,,,,
seo20222, Sun Jan 24 03:48:42 +0000 2021,126.922511,37.506854, https://t.co/giAESCGRe0 ,,,,
MirandaMcKibbin, Sun Jan 24 03:48:42 +0000 2021,-96.053431,41.275721, Lololol ,,,,
MichaelKet, Sun Jan 24 03:48:42 +0000 2021,-83.48981,42.372629, @BirdieBallUSA @PGAShow 64 ,,,,
Vaanessaa_G, Sun Jan 24 03:48:42 +0000 2021,-73.948775,40.655138, @_RavenBiird They do. I haven’t watched the show because I don’t want to ruin the book— I’m still reading it. He’s sexier in the book to me ,,,,
pez2001jp, Sun Jan 24 03:48:41 +0000 2021,140.318694,38.255088, 投票後は… Goto カシワヤ DDYK@dondonyaki_kswy😋モリモリ💪テイクアウト😋 https://t.co/BsP8wPH7U2 ,,,,
The_KLMarcel, Sun Jan 24 03:48:42 +0000 2021,-84.286468,33.80281, @Fwankielove 😂 I went when I was 20 ,,,,
Fernandaareyesg, Sun Jan 24 03:48:42 +0000 2021,-109.103726,25.921947, Sus herman@s ya les compraron tenis, o no son yo ? 🥰🥺 ,,,
BaconGbacon, Sun Jan 24 03:48:42 +0000 2021,-84.635862,39.157053, https://t.co/8gPalZn5uC ,,,,
DunnHingst, Sun Jan 24 03:48:42 +0000 2021,-82.807855,42.67501, Well said! ,,,,
aemersxn, Sun Jan 24 03:48:42 +0000 2021,-77.014398,38.898603, @v71820821 Stop calling me that ,,,,
404_MyCity, Sun Jan 24 03:48:42 +0000 2021,-84.433106,33.767195, @kenjikahmali 💯💯💯💯💯 ,,,,
TienDanny, Sun Jan 24 03:48:42 +0000 2021,106.684598,10.763039, @shin28102000 Yummy ,,,,
Billy_Rania, Sun Jan 24 03:48:42 +0000 2021,152.993197,-27.382143, @LadyRoyco Not like in here heyyy we are minoritas but we get the same like others oz peoples that why I LOVE Aussi… https://t.co/iXIxuOpIFR ,,,,
King_Gerry_R, Sun Jan 24 03:48:42 +0000 2021,-116.237907,33.744633, Bam got 41... Lmao ,,,,
mj_langford, Sun Jan 24 03:48:43 +0000 2021,-84.37991,33.786715, @janeylicious @KServicing (They asked for 2019, not 2020, on there). ,,
mikicurobar, Sun Jan 24 03:48:43 +0000 2021,140.273323,39.657004, @Lovlc3vp0bnjs1K 大智のYouTuberで、かえる🐸出たときは、見れなかった😫今日は、フリースローあんまり、与えないで欲しい💦 ,,,,
fkaymous, Sun Jan 24 03:48:43 +0000 2021,-81.350435,41.160251, I wanna put on... my, my, my, my, my boogie shoes! 
Stapleton_MT, Sun Jan 24 03:48:43 +0000 2021,-108.562922,45.797446, @rhaydden Yep! ,,,,
MaraTeresaMart7, Sun Jan 24 03:48:43 +0000 2021,-99.454676,27.532077, @Aida_Guaman_03 @victoriaruffo31 Yo el 2 de Marzo. ,,,,
kelly4freedom, Sun Jan 24 03:48:43 +0000 2021,-97.684122,30.657512, Translation: “it’s not really as bad as you think, we just really enjoy controlling you” ,,,
_thewhorehay, Sun Jan 24 03:48:43 +0000 2021,-96.761753,32.819858, @Benaskren they even had DC doing a reading ,,,,
darellandrews, Sun Jan 24 03:48:43 +0000 2021,-91.401008,30.937336, mfs be capping like Mcdonald’s nasty. like hot n’ spices don’t be BUSSIN😭 ,,,,
TrevJoseph, Sun Jan 24 03:48:43 +0000 2021,-118.731399,34.267311, me explaining my job to my mom ,,,,
sosorio15, Sun Jan 24 03:48:43 +0000 2021,-101.166961,25.032632, @edgarcg @karlapre El único Sonidero es el de @Rock101_Gdl el resto son imitaciones!!! ,,,,
KySandy, Sun Jan 24 03:48:43 +0000 2021,-82.672376,38.452657, Excellent point —-&gt; ,,,,
KatPoww, Sun Jan 24 03:48:43 +0000 2021,-122.630908,45.536402, DAVID FOSTER WALLACE U TRIPE ,,,,
ballcardz, Sun Jan 24 03:48:43 +0000 2021,-83.173867,32.678207, @Bama_BravesGirl They already have two large sleeve patches on this year’s jersey. Adding to that is a challenge. I… https://t.co/P1P7sIc6Zy ,,,,
mylifeisaplague, Sun Jan 24 03:48:43 +0000 2021,-74.24241,40.948353, @capricabby My best friend is used to my crap for 11 years now and is no longer amused https://t.co/wnL0dd0Gk0 ,,,,
Nycehair_, Sun Jan 24 03:48:43 +0000 2021,-84.3889,33.7566, The slay is real and that’s on Mary had a little lamb😍 28 inch straight wig on @janiameshell @ Atlanta, Georgia https://t.co/iHkHJ358cF ,,,
big_mike9169, Sun Jan 24 03:48:43 +0000 2021,-86.791549,36.200008, @BrownSpiderCLE https://t.co/6oTHHdHblN ,,,,
_JohnHill_, Sun Jan 24 03:48:44 +0000 2021,-72.802142,40.86183, Smashed !!!👏👏👏 ,,,,
kellykashB, Sun Jan 24 03:48:44 +0000 2021,-80.332605,43.402109, @DatOneLady https://t.co/WToXIjVzmH ,,,,
TraceyM0802, Sun Jan 24 03:48:44 +0000 2021,-73.053745,41.224028, @iluvsusie They were DM’s too! Pathetic!! But thank you! 🤗🤗 ,,,,
itazurazashiki, Sun Jan 24 03:48:44 +0000 2021,132.823302,33.865249, ダムで寒い思いをしたから、温かい蕎麦を食べる。フェイスガードをつけて入店出来たが、齧った芋天をくれたイヴの優しさwしかも「ナスの天ぷら要らない」とくれたwダメな子やここの韃靼蕎麦茶は絶品なので二つ購入。 https://t.co/xqOTuk2IVN ,,,,
HITOMINAGAI1, Sun Jan 24 03:48:44 +0000 2021,130.489497,33.376905, 絶賛リハビリ入院中テレビ三昧だけど、出川さんの充電させてもらえませんか？がかなり大好き笑ナチュラルなのが面白い。 ,,,,
veahangeles, Sun Jan 24 03:48:44 +0000 2021,-119.827182,39.512436, i miss @ughxrs ,,,,
constanceannx3, Sun Jan 24 03:48:44 +0000 2021,-122.630908,45.536402, https://t.co/88Pax1bQb8 ,,,,
veryfamousman, Sun Jan 24 03:48:44 +0000 2021,-122.236828,48.509669, @coccolatesucc from early ,,,,
_sergmartinez, Sun Jan 24 03:48:44 +0000 2021,-95.446486,29.838495, i want money ,,,,
psychoticsean, Sun Jan 24 03:48:44 +0000 2021,-118.411907,34.020789, https://t.co/oSS31KcDEP ,,,,
moetonton, Sun Jan 24 03:48:44 +0000 2021,139.499982,38.022557, I'm at ロイヤル胎内パークホテル in 胎内市, 新潟県 https://t.co/UWhGDv29Uf ,,,
ngmjn, Sun Jan 24 03:48:44 +0000 2021,134.635942,34.864925, 洗車完了🚚✨それにしても3日連続でよー降るやん😵この冬はあんまり降ってないから、雨も必要やけどもね。 ,,,,
ACienfuegos_, Sun Jan 24 03:48:44 +0000 2021,-95.446486,29.838495, When my mom clowns on me and my siblings it’s a different type of funny 🤣🥲 ,,,,
bradchilcott, Sun Jan 24 03:48:44 +0000 2021,138.61116,-35.000767, @violentsoho legit. I’m seeing @DUNERATSS and @thechatsband this weekend sitting in a pod with 3 mates. Will be ace… https://t.co/6Mc38MoRsM ,,,,
Brieyonce, Sun Jan 24 03:48:44 +0000 2021,-77.604684,41.117936, Fuck Nancy Reagan forever ,,,,
guzayuki, Sun Jan 24 03:48:44 +0000 2021,138.831975,36.987523, これは、、雲海ちゃうんかい！☁ https://t.co/BG6kTfiVle ,,,,
RegalBasil, Sun Jan 24 03:48:45 +0000 2021,-83.173867,32.678207, Another commercial!?!  #SaltNPepaMovie ,,,,
emilyross816, Sun Jan 24 03:48:45 +0000 2021,-71.02134,42.256124, @Maureenow Same! ,,,,
camjohnson288, Sun Jan 24 03:48:45 +0000 2021,-83.574671,41.65659, Fuck cracker stream and buffzstream shit has not been fucking working for me !! ,,,,
AthVol, Sun Jan 24 03:48:45 +0000 2021,-82.924692,40.267714, The detour through Columbus was a mess. Glad to be done for the night. (@ Flying J - @pilotflyingj in Sunbury, OH) https://t.co/gz95sr3QgM ,,,
EthanHightower2, Sun Jan 24 03:48:45 +0000 2021,-118.080114,33.866909, Phone App Triathlete ,,,,
fe8_mv, Sun Jan 24 03:48:45 +0000 2021,139.897491,36.177908, @kvAAQDHumSIKcgB 有難うございます！🙏 ,,,,
adrianpinger, Sun Jan 24 03:48:45 +0000 2021,-122.630908,45.536402, i’m just listening to music hang on what’s going on ,,,,
and_read, Sun Jan 24 03:48:45 +0000 2021,-112.124676,33.552863, @zagatam your pajama game is strong ,,,,
FOUR10s, Sun Jan 24 03:48:45 +0000 2021,-77.604684,41.117936, @OANN Of course they are ,,,,
revolution_0119, Sun Jan 24 03:48:46 +0000 2021,137.261915,34.951125, @takataka2680 お💡やったね(º ﾛ º )💡!! ,,,,
Alex_Chatman, Sun Jan 24 03:48:46 +0000 2021,-87.732013,41.833585, @Unknownfear I used to love the show back then too. It's like all of a sudden, the writers decided to just make them rivals ,,,
HA36RS_RR, Sun Jan 24 03:48:45 +0000 2021,137.645488,34.728093, @Sheshenasu あるでよ結局またミラ生やすのね() https://t.co/P4kpkjSt64 ,,,,
motianchi, Sun Jan 24 03:48:46 +0000 2021,-73.123936,40.908413, Reach 1300 in https://t.co/hWri0BBIjI puzzles https://t.co/NV4TCIpMSF ,,,,
ma2gQjXosznIT1l, Sun Jan 24 03:48:46 +0000 2021,130.910694,32.894984, https://t.co/QzunxLtiaq ,,,,
constanceannx3, Sun Jan 24 03:48:46 +0000 2021,-122.630908,45.536402, (where the magic happens) https://t.co/1jrZ6aKSHB ,,,,
_Beeyoncee, Sun Jan 24 03:48:46 +0000 2021,-97.285913,32.779967, Should I buy this Giveon T-Shirt for $30? Cause I’m not seeing a reason why I shouldn’t 😭 ,,,,
shotime40, Sun Jan 24 03:48:46 +0000 2021,-74.230513,40.581326, @QuanFlix_ https://t.co/s5IAegKbK7 ,,,,
jerez510, Sun Jan 24 03:48:46 +0000 2021,-111.738566,33.295215, @shark_nate0 It’s chill 👀 ,,,,
taylor_ashbrook, Sun Jan 24 03:48:46 +0000 2021,-82.985772,39.994684, I love this team. 😂 ,,,,
yanirasaldivar, Sun Jan 24 03:48:46 +0000 2021,-97.684122,30.657512, @rt91011 @380Uwu @WERYBOM @nathcampost Y ella dice que siguió trabajando con el! Como? Cómo seguir al lado de algui… https://t.co/efktSXNP8P ,,,,
USS54268360, Sun Jan 24 03:48:46 +0000 2021,139.462536,35.803454, @ossan_rider_GSR やりましょう！道具かしますよ🤣 ,,,,
clemsonlady, Sun Jan 24 03:48:46 +0000 2021,-82.815236,34.693922, @jake_piazza Keep after it... good question! ,,,,
VeronicaLilli13, Sun Jan 24 03:48:46 +0000 2021,131.912245,-23.202706, Right now in culture living on is this one is culture at named him were happened given by where about dust to dusty… https://t.co/hcH2J4MeOx ,,,,
_BraxtonNOTony, Sun Jan 24 03:48:46 +0000 2021,139.662506,35.260196, Shordy had them thumpers ,,,,
queenjanine99, Sun Jan 24 03:48:47 +0000 2021,-83.099288,42.352787, @___iVitaminbee But imma wanna put on make up for the second part of it. Maybe I’ll do it tomorrow ,,,,
owlex_elise, Sun Jan 24 03:48:47 +0000 2021,-105.97832,39.595075, I saw the trailer for Promising Young Woman over a year ago and no one believed it was gonna be an influential movi… https://t.co/K2OLgwiYR1 ,,,,
juw246, Sun Jan 24 03:48:47 +0000 2021,139.745379,35.652789, 上級国民じゃないと検査も後回し ,,,,
Jordy1975, Sun Jan 24 03:48:47 +0000 2021,-100.293591,25.641718, @pilargonzalezNL Amén 🙏 ,,,,
MA_Deuce, Sun Jan 24 03:48:47 +0000 2021,-84.561337,38.628234, @MRudolphComedy Do that they @GApp5 &amp; @griffinappleman all the time!!! ,,,,
junjun7002, Sun Jan 24 03:48:47 +0000 2021,140.153817,38.121509, @ponpoko023 だって坦々麺食べたかったけど、どれが良いのか悩みすぎてパニクって、押せなかったんだもん笑唐辛子変え麺のことで頭がいっぱいで､､､ ,,,,
Jay__Uchiha_, Sun Jan 24 03:48:47 +0000 2021,-119.025163,35.346902, This is why people watch illegal streams instead lol ,,,,
RedHelicam, Sun Jan 24 03:48:47 +0000 2021,-121.280423,38.579524, @crzyfkinworld That's not how the U.S. legal system works. ,,,,
Ethan_Narber, Sun Jan 24 03:48:47 +0000 2021,-93.774755,41.564257, The elbow was nasty! 💪🏼 ,,,,
NewsGuyGreg, Sun Jan 24 03:48:47 +0000 2021,-81.367773,28.501678, Wow! This thread... *Tacoma, not Seattle. ,,,
HCarolewheeler, Sun Jan 24 03:48:47 +0000 2021,-79.151023,41.84382, @calicoheartsoul A brandy Alexander is very good. ,,,,
EAGLE1997pcb, Sun Jan 24 03:48:47 +0000 2021,137.03346,35.196569, こんにちは〜 (@ 名古屋スバル自動車（株）本地ケ原店 in 尾張旭市, 愛知県) https://t.co/KHDsEjwYeR ,,,
pacovarela69, Sun Jan 24 03:48:47 +0000 2021,-98.1017,28.4489, Just posted a photo @ Oakville, Texas https://t.co/IJxUem7Y2g ,,,
keepnupwitce_, Sun Jan 24 03:48:47 +0000 2021,-80.846785,35.209059, my soulmate need to come get me ,,,,
EZBreezyT, Sun Jan 24 03:48:47 +0000 2021,-76.913544,38.634628, Chile. I thought Mario Van Peebles was gonna bring a quick word in this #SaltNPepaMovie. He ain’t talking about nothing. 😂😂 ,,,,
starskkk, Sun Jan 24 03:48:48 +0000 2021,139.455654,35.36304, 全日初のデスマッチ？#ajpw ,,,,
NBAYOUNGBOTE, Sun Jan 24 03:48:48 +0000 2021,-119.165389,34.181956, @dzzymssy eh its Oxnard ,,,,
RideAHarleyy, Sun Jan 24 03:48:48 +0000 2021,-96.863795,32.604153, @paytonnlindseyy not really lmao ,,,,
gerab2004, Sun Jan 24 03:48:48 +0000 2021,-80.846785,35.209059, #NBATopShot #nbatopshotthis#curry #StephenCurry #recordbreaker 2nd in 3s in NBA History ,,,,
Jellis1016, Sun Jan 24 03:48:48 +0000 2021,-72.757385,41.500753, Total powerhouse 😤🤫 ,,,,
eseesemon, Sun Jan 24 03:48:48 +0000 2021,137.846189,36.331114, @aty_crew 大昔から高架の話はあったんだけど🤭どうなることやらー ,,,,
yamiinu, Sun Jan 24 03:48:48 +0000 2021,137.261915,34.951125, Berryz工房の過去アルバムをカーオーディオに録音がてら聞いてますが、やはり良いです。にょきにょきチャンピオンとかBerryz宮殿とか思い出すなあ。 ,,,,
haku_cb1000, Sun Jan 24 03:48:48 +0000 2021,134.163125,34.658254, ヤベーイ‼️辛さブーストの立ち上がりが早いなwww ,,,,
Catherine13th, Sun Jan 24 03:48:48 +0000 2021,-97.754724,30.323346, @RyanAFournier No ,,,,
BeckyRozansky, Sun Jan 24 03:48:48 +0000 2021,-78.657837,35.843981, @its___caroline They ARE ,,,,
_theebrownsugar, Sun Jan 24 03:48:48 +0000 2021,-80.846785,35.209059, OK I guess it’s time for me to force myself to sleep I have to be to work at 5 AM ,,,,
_GinaPayne_, Sun Jan 24 03:48:48 +0000 2021,-95.446486,29.838495, White ppl really be out here acting crazy😳 ,,,,
ang_lmtcle, Sun Jan 24 03:48:48 +0000 2021,-83.005999,41.307304, This is absolutely insane ,,,,
MBen0308, Sun Jan 24 03:48:48 +0000 2021,-97.813645,30.505958, @angrytarek Boogie playing like it’s 2015. ,,,,
thanos428, Sun Jan 24 03:48:48 +0000 2021,-92.27341,34.72838, Now playing Piano Sex by Vic Spencer on Mad Titan Radio @kabf883 https://t.co/c66Y2MDvMh #madtitanradio #hiphop… https://t.co/OzQ1CqHGi9 ,,,,
ElGerbz, Sun Jan 24 03:48:48 +0000 2021,-116.569609,43.578912, #ESPNPlus  I’m currently watching How I Met Your Mother since you’re messing up over here #HIMYM ,,,,
yellowfever22, Sun Jan 24 03:48:48 +0000 2021,139.317791,35.764056, @cZ0CwPf028Pgxsb Oishiiiii!!!!!! ,,,,
carolzinhakkj, Sun Jan 24 03:48:48 +0000 2021,-104.922093,39.713563, pena que não acho em lugar nenhum versão em inglês pra comprar nesse país ,,,,
curtisck813, Sun Jan 24 03:48:48 +0000 2021,-95.446486,29.838495, @BLACKSENSUALITY Right??....lol ,,,,
minor_jonathan, Sun Jan 24 03:48:48 +0000 2021,-82.49223,27.360987, @ERICWIL04561815 Need a Conor and Hooker W to salvage the night ,,,,
wasabida1123, Sun Jan 24 03:48:48 +0000 2021,135.16089,34.679779, @Wf5qgtGGpQjbm58 3K、知ってるんですね🤣怖い、汚い、暗い😱寄り付いてはいけない街😱えらい言われようです💦昔は『東の浅草、西の新開地』と言って全国有数の娯楽のメッカやったらしいですね🤔今では見る影もないです😭 ,,,,
life_in_van, Sun Jan 24 03:48:48 +0000 2021,-123.142839,49.286613, 久しぶりの外食😍夕方English bayお散歩して、そのあと韓国人のお友達にお勧めしてもらったMa Dang Goul！ビーチから徒歩10分くらい🚶‍♀️ちょー美味しかったけどサムギョプサル辛すぎてヒーヒーした🥵Share… https://t.co/6zNDPmOBKk ,,,,
tylernohilly, Sun Jan 24 03:48:48 +0000 2021,-73.831187,40.670879, @Kstanzz @TheNotoriousMMA https://t.co/to6KcOCOrX ,,,,
TheWisemanSaid2, Sun Jan 24 03:48:49 +0000 2021,-75.117998,40.004866, @alexandersr0129 @RobertaAAvery @HelloDearVoid @ananavarro Reading is much harder than judgement 😂 ,,,,
__maybemari, Sun Jan 24 03:48:49 +0000 2021,-81.516751,41.080877, Before I stopped wearing makeup my skin was flawless. Now I wanna break out every other day. So I think imma start wearing it again 😂 ,,,,
mikimama0917, Sun Jan 24 03:48:49 +0000 2021,140.981211,42.36911, @laneige_sapporo こんにちは☺️良き一日を👋 ,,,,
iAhmedOT, Sun Jan 24 03:48:49 +0000 2021,-122.43638,37.765715, @violetblue 🤦🏽‍♂️ ,,,,
quadecafanpage, Sun Jan 24 03:48:49 +0000 2021,-95.041744,29.503925, @aalybigtoe @saditysyd @opwalrus_ I like girls ,,,,
rosscmary, Sun Jan 24 03:48:49 +0000 2021,-87.690207,37.167224, @LisaMarieBoothe Devilcrats hate America and Americans let that sink in! ,,,,
IsonoJun, Sun Jan 24 03:48:49 +0000 2021,134.048744,34.272571, 家の窓をキレイに拭ける紙におまけとして昨日のニュースを載せて振り返るためのもの。 ,,,,
nm7yama, Sun Jan 24 03:48:49 +0000 2021,139.940606,35.7981, もうWOWOWでUFCの放送が始まっている🙃録画キープで日課をば😇 ,,,,
TjSlayss, Sun Jan 24 03:48:49 +0000 2021,-95.446486,29.838495, Y’all be loving tf out y’all bum ass boyfriends nigga ain’t got no car, no job, no hustle, no money. Like I’m sorry… https://t.co/Sl7g613WTj ,
hamamasuspa, Sun Jan 24 03:48:49 +0000 2021,141.423084,43.435927, 石狩市浜益区浜益コミセン付近です。 https://t.co/wDCadWrR1I ,,,,
jinayu96, Sun Jan 24 03:48:49 +0000 2021,135.740264,34.504538, 3日連続の雨って久しぶりだ。晴れてほしい。 ,,,,
xcoM3Vy8If6xRMz, Sun Jan 24 03:48:49 +0000 2021,141.587829,42.680207, @kanamescafe 変わらいなカメイさん♥ ,,,,
tra11e, Sun Jan 24 03:48:49 +0000 2021,-95.446486,29.838495, Bear fans spent 3 years forcing themselves to believe Trubisky was better than Deshaun to making photoshops of him in a Bears uniform ,,,,
nessaboo_002, Sun Jan 24 03:48:49 +0000 2021,-121.453278,38.51051, @Jer_Bear__ @ufc @danawhite Same here! ESPN+ is fucking UP ,,,,
904Skrilla, Sun Jan 24 03:48:49 +0000 2021,-84.532133,33.948124, @kravekilo It didn’t go thru? I’m finna dm my #. Just text me. ,,,,
paddon_steve, Sun Jan 24 03:48:49 +0000 2021,-92.436774,38.304558, Kiss me, wake up with Queen Mum ,,,
Superstar_KM, Sun Jan 24 03:48:49 +0000 2021,-74.282712,40.483312, @TheTayaValkyrie @ufc I DMd you ,,,,
IanCASS30649034, Sun Jan 24 03:48:50 +0000 2021,-96.761753,32.819858, @INOXMovies @warnerbrosindia Tonight? ,,,,
ChrisJo10992287, Sun Jan 24 03:48:50 +0000 2021,-121.069515,38.682857, @TysonWallace18 @NorCalU1 That is a good group of guys! ,,,,
_yamillaaa, Sun Jan 24 03:48:50 +0000 2021,-120.777547,37.423868, stoopppppppppp he asked to link😑😑😑how bout noooo😆 ,,,,
NuneVajrapani, Sun Jan 24 03:48:50 +0000 2021,-117.314971,33.665866, #BlackLivesMatterhttps://t.co/GtjF768CeS ,,,,
matzig_ron, Sun Jan 24 03:48:50 +0000 2021,-88.223062,41.623959, @nimishtheslayer @Jessehero3 @barronjohn1946 Don't listen to this hater, this is a real twitter account ,,,
DDBURNES, Sun Jan 24 03:48:50 +0000 2021,-85.565688,42.290524, #CottonResign ,,,,
BeeBossy, Sun Jan 24 03:48:50 +0000 2021,-73.849441,40.850347, Hand tattoos age horribly in all ways..... ,,,,
youngRicochet, Sun Jan 24 03:48:50 +0000 2021,-123.93617,49.16426, 😂😂 The many faces of Tova! This fabulous pup is refining his recall and leash skills :D @ Nanaimo, British Columbia https://t.co/ZpRl1p2iP1 ,,,
dparks24, Sun Jan 24 03:48:50 +0000 2021,-97.355777,42.055028, Give me 50 ,,,,
KiairaTalia, Sun Jan 24 03:48:50 +0000 2021,-87.732013,41.833585, I ain’t never been this close to @KingJames lolLakers at BullsMy apartment is about 2 miles from United Arlines… https://t.co/hrMTUOuRmm ,,,,
devin199722, Sun Jan 24 03:48:50 +0000 2021,-86.27054,45.00118, Agree 100% ,,,,
nogawaya, Sun Jan 24 03:48:50 +0000 2021,140.153817,38.121509, 投票日です🗳 https://t.co/vkWbguP30y ,,,,
yabuki1223joe, Sun Jan 24 03:48:50 +0000 2021,139.65925,35.706066, 中落ちと雲丹がトロトロ！パリッとした海苔の食感と風味が絶妙〜！#鮨 #巻物 #江戸前鮨 #雲丹 #中落ち #グルメ https://t.co/djlQCUJyjJ ,,,,
KrisBeKnowin, Sun Jan 24 03:48:50 +0000 2021,-122.228685,37.791994, I be forgetting my nose is pierced ,,,,
dre_the_baddest, Sun Jan 24 03:48:50 +0000 2021,-90.696841,35.828626, @pinkchainsss @KatilynK_ Oh yesss Karennn🤍 ,,,,
ts_ps_5551, Sun Jan 24 03:48:50 +0000 2021,136.545412,34.985632, @litestone397 リアル世界での冒険の書はとっくに削除しましたw ,,,,
patmick2626, Sun Jan 24 03:48:51 +0000 2021,-93.361321,46.441861, @paigejaeger7 @hphky Very kind of you ,,,,
lifesAlyric, Sun Jan 24 03:48:50 +0000 2021,-84.475291,33.657586, Coming down from heaven like: https://t.co/Jnvd1tOGll ,,,,
og_raheem_, Sun Jan 24 03:48:51 +0000 2021,-76.770172,39.344992, Watch UFC 257 | Dustin Poirier vs Conor McGregor 2 online Stream for FREE! #UFC257 #PoirierMcGregor2 https://t.co/oRqnjjS9j0 ,,,,
luisadieznuts, Sun Jan 24 03:48:51 +0000 2021,-73.948775,40.655138, you guys heard about these tiny junior’s cheesecakes or are you out of touch ,,,,
BriCheesePlease, Sun Jan 24 03:48:51 +0000 2021,-77.604684,41.117936, Ohhhh peloton. I cannot wait for you to arrive!! ,,,,
SmokeFreeLife, Sun Jan 24 03:48:51 +0000 2021,-122.330602,47.614817, @PheoSurgeon @500WIM @womeninsurgery @UCSF #ThankYou! #Tip to remember Language shapes perceptions &amp; can elevate or… https://t.co/R5qxCCamwD ,,,,
victor24008, Sun Jan 24 03:48:51 +0000 2021,-95.446486,29.838495, @ufc i need my refund ! Dam app isn’t working! ,,,,
johnsonblakem, Sun Jan 24 03:48:51 +0000 2021,-96.761753,32.819858, @ThatGuy_Angel https://t.co/D5irfLMd2R ,,,,
osamukakinuma, Sun Jan 24 03:48:51 +0000 2021,138.838486,35.07914, おい石原伸晃ベッド🛌をあけろ。投票数に影響する ,,,,
eternalhigh, Sun Jan 24 03:48:52 +0000 2021,136.365069,34.645803, @gocoo59gocoo @izumus_enatus @ZfBuE2v52u4WL9Q 共産主義革命に賛同しない労働者は労働者じゃないLGBT運動に協力しない当事者は当事者じゃない同じに見えますね ,,,,
aaronjgarcia22, Sun Jan 24 03:48:52 +0000 2021,-97.935192,29.895606, i’m tha best gunslinger u seen this side of the mississippi ,,,,
itsstonyyy, Sun Jan 24 03:48:52 +0000 2021,-118.411907,34.020789, Anyone wanna run some bets? I got McGregor ,,,,
easebeats, Sun Jan 24 03:48:52 +0000 2021,-87.632496,41.883222, Just posted a photo @ Chicago, Illinois https://t.co/AXiyfywQd1 ,,,
ma2gQjXosznIT1l, Sun Jan 24 03:48:52 +0000 2021,130.910694,32.894984, https://t.co/i2NJla0fvF ,,,,
FrecklesXX20, Sun Jan 24 03:48:52 +0000 2021,-106.026119,34.166235, @OscartheDog_ARM @MarcoC_1976 @theruffriderz @basset_bella Oh that is WONDERFUL news! We're sending many healing hugs💜💙💛🧡❤❣💝💖💗 ,,,,
peeweedallas, Sun Jan 24 03:48:52 +0000 2021,-118.411907,34.020789, https://t.co/gJvN2eiZRt ,,,,
Crass_S, Sun Jan 24 03:48:52 +0000 2021,-83.963842,35.98247, @ZehDuck Pumpkin seeds ,,,,
ume_aoiharu, Sun Jan 24 03:48:52 +0000 2021,139.709181,35.701657, のんびりアニメ観て過ごそうと思います。今季はゆるキャン、リゼロ、はたらく細胞、のんのんびよりを観てます。モルカーも観てます。 ,,,,
ConnieLukey, Sun Jan 24 03:48:52 +0000 2021,-80.273938,43.147571, #AddCobraKaiToAnythingYippee CobraKai-yay, Danny Russo https://t.co/nHSrzxjLI2 ,,,
MattyBoy_182, Sun Jan 24 03:48:52 +0000 2021,-100.076888,31.168893, @ThatCoolKid_AC https://t.co/WBSrWwTAS1 ,,,,
mclanea, Sun Jan 24 03:48:52 +0000 2021,-117.104989,32.810012, @Koji_Vu They have to go so much faster. 30+ days in and it’s like they didn’t start thinking about this until like… https://t.co/keepjnR2pW ,,,,
ceciliatthai, Sun Jan 24 03:48:53 +0000 2021,-95.446486,29.838495, @bbyy_vyy @NguyenKylin @leeai_ athena being hot ,,,,
AJM94x, Sun Jan 24 03:48:53 +0000 2021,-78.853563,42.89623, @ariennaminx @ZalariaCosplay ,,,,
MeekTheMac, Sun Jan 24 03:48:53 +0000 2021,-96.7349,33.061243, The casting for Selena https://t.co/F3O2Fbve4C ,,,,
amarisomo, Sun Jan 24 03:48:53 +0000 2021,-80.329694,25.578803, @okaayday Ily bae ,,,,
jotsinghrawat8, Sun Jan 24 03:48:53 +0000 2021,139.295785,35.658164, परम पूज्य Sant Shri Asharamji Bapu ने अपने सत्संग में बताया है कि, एकादशी करनेवालों के पित्तर नीच योनि से मुक्त हो… https://t.co/Ma4xHIQHut ,,,
KyasiaTionne, Sun Jan 24 03:48:53 +0000 2021,-81.109617,32.017285, i want my OWN man💆🏽‍♀️ ,,,,
Leekster66, Sun Jan 24 03:48:53 +0000 2021,-98.716992,35.309047, @danawhite @espn @VisitAbuDhabi Or not live if you paid and cannot watch ,,,,
Bedstuyflyty, Sun Jan 24 03:48:53 +0000 2021,-81.367773,28.501678, @Taylornerddd In which arm? ,,,,
IcAQYVzFaAzYew3, Sun Jan 24 03:48:53 +0000 2021,134.602288,35.518034, @fukushinailkei 缶バッチ作りとピアニカの演奏がはじまります😊🎶 https://t.co/RNxNi7hfjY ,,,,
blonglet, Sun Jan 24 03:48:54 +0000 2021,-100.301711,47.467857, Ordered a new shop this fall. There steel pricing has gone up 35% since we ordered.  That’s nuts! ,,,,
Jonger81, Sun Jan 24 03:48:54 +0000 2021,-83.173867,32.678207, @JGearin4 https://t.co/0hVhX4A6PF ,,,,
HbkRsmx50v4grFX, Sun Jan 24 03:48:54 +0000 2021,139.411147,35.519141, @kARVlFTuu6BZAZt @moncandy717 多分ご主人が社長だから受けられないでしょう。 ,,,,
